[['citrus fruit'], 814]
[['root vegetables', 'chewing gum'], 17]
[['root vegetables', 'chocolate marshmallow'], 12]
[['root vegetables', 'ice cream'], 29]
[['root vegetables', 'frozen vegetables'], 114]
[['root vegetables', 'canned fish'], 26]
[['root vegetables', 'seasonal products'], 17]
[['root vegetables', 'red/blush wine'], 25]
[['root vegetables', 'frozen potato products'], 15]
[['root vegetables', 'specialty chocolate'], 33]
[['root vegetables', 'candles'], 17]
[['root vegetables', 'flower (seeds)'], 19]
[['root vegetables', 'salt'], 27]
[['root vegetables', 'frozen meals'], 38]
[['root vegetables', 'canned vegetables'], 26]
[['root vegetables', 'onions'], 93]
[['root vegetables', 'herbs'], 69]
[['root vegetables', 'white wine'], 18]
[['root vegetables', 'sliced cheese'], 55]
[['root vegetables', 'pasta'], 38]
[['root vegetables', 'cling film/bags'], 16]
[['root vegetables', 'Instant food products'], 19]
[['root vegetables', 'soft cheese'], 33]
[['root vegetables', 'popcorn'], 16]
[['root vegetables', 'cake bar'], 18]
[['root vegetables', 'specialty cheese'], 21]
[['root vegetables', 'dog food'], 14]
[['root vegetables', 'frozen fish'], 26]
[['root vegetables', 'dish cleaner'], 16]
[['root vegetables', 'meat'], 50]
[['root vegetables', 'mustard'], 33]
[['root vegetables', 'house keeping products'], 17]
[['root vegetables', 'liquor'], 11]
[['root vegetables', 'pet care'], 14]
[['root vegetables', 'soups'], 17]
[['root vegetables', 'vinegar'], 16]
[['root vegetables', 'instant coffee'], 13]
[['root vegetables', 'roll products'], 31]
[['root vegetables', 'mayonnaise'], 25]
[['root vegetables', 'liver loaf'], 14]
[['root vegetables', 'kitchen towels'], 13]
[['root vegetables', 'jam'], 19]
[['frozen dessert', 'shopping bags'], 12]
[['frozen dessert', 'pork'], 13]
[['frozen dessert', 'whipped/sour cream'], 14]
[['frozen dessert', 'domestic eggs'], 15]
[['frozen dessert', 'frozen vegetables'], 18]
[['frozen dessert', 'frozen meals'], 15]
[['sweet spreads', 'brown bread'], 11]
[['sweet spreads', 'shopping bags'], 19]
[['sweet spreads', 'hamburger meat'], 11]
[['sweet spreads', 'domestic eggs'], 12]
[['salty snack', 'waffles'], 38]
[['salty snack', 'candy'], 26]
[['salty snack', 'canned beer'], 25]
[['salty snack', 'sausage'], 52]
[['salty snack', 'brown bread'], 24]
[['salty snack', 'shopping bags'], 59]
[['salty snack', 'hamburger meat'], 22]
[['salty snack', 'hygiene articles'], 16]
[['salty snack', 'napkins'], 40]
[['salty snack', 'pork'], 32]
[['salty snack', 'berries'], 21]
[['salty snack', 'whipped/sour cream'], 51]
[['salty snack', 'grapes'], 16]
[['salty snack', 'dessert'], 22]
[['salty snack', 'domestic eggs'], 35]
[['salty snack', 'misc. beverages'], 15]
[['salty snack', 'hard cheese'], 13]
[['salty snack', 'cat food'], 12]
[['salty snack', 'ham'], 14]
[['salty snack', 'pickled vegetables'], 14]
[['salty snack', 'oil'], 16]
[['salty snack', 'chewing gum'], 17]
[['salty snack', 'ice cream'], 23]
[['salty snack', 'frozen vegetables'], 29]
[['salty snack', 'specialty chocolate'], 22]
[['salty snack', 'frozen meals'], 24]
[['salty snack', 'onions'], 16]
[['salty snack', 'sliced cheese'], 11]
[['salty snack', 'popcorn'], 22]
[['salty snack', 'cake bar'], 11]
[['salty snack', 'meat'], 11]
[['waffles', 'candy'], 29]
[['waffles', 'canned beer'], 25]
[['waffles', 'sausage'], 49]
[['waffles', 'brown bread'], 23]
[['waffles', 'shopping bags'], 54]
[['waffles', 'beverages'], 16]
[['waffles', 'hamburger meat'], 17]
[['waffles', 'hygiene articles'], 21]
[['waffles', 'napkins'], 33]
[['waffles', 'pork'], 34]
[['waffles', 'berries'], 19]
[['waffles', 'whipped/sour cream'], 50]
[['waffles', 'grapes'], 18]
[['waffles', 'dessert'], 28]
[['waffles', 'domestic eggs'], 32]
[['waffles', 'misc. beverages'], 13]
[['waffles', 'hard cheese'], 16]
[['waffles', 'cat food'], 16]
[['waffles', 'ham'], 19]
[['waffles', 'baking powder'], 13]
[['waffles', 'pickled vegetables'], 12]
[['waffles', 'oil'], 16]
[['waffles', 'chocolate marshmallow'], 14]
[['waffles', 'frozen vegetables'], 20]
[['waffles', 'canned fish'], 14]
[['waffles', 'seasonal products'], 12]
[['waffles', 'red/blush wine'], 11]
[['waffles', 'specialty chocolate'], 21]
[['waffles', 'frozen meals'], 22]
[['waffles', 'onions'], 15]
[['waffles', 'sliced cheese'], 13]
[['waffles', 'pasta'], 14]
[['waffles', 'soft cheese'], 11]
[['waffles', 'meat'], 11]
[['candy', 'canned beer'], 21]
[['candy', 'sausage'], 36]
[['candy', 'brown bread'], 22]
[['candy', 'shopping bags'], 44]
[['candy', 'napkins'], 16]
[['candy', 'pork'], 22]
[['candy', 'whipped/sour cream'], 35]
[['candy', 'grapes'], 11]
[['candy', 'dessert'], 14]
[['candy', 'domestic eggs'], 26]
[['candy', 'misc. beverages'], 19]
[['candy', 'hard cheese'], 19]
[['candy', 'ham'], 13]
[['candy', 'oil'], 15]
[['candy', 'chocolate marshmallow'], 14]
[['candy', 'frozen vegetables'], 21]
[['candy', 'seasonal products'], 11]
[['candy', 'specialty chocolate'], 23]
[['candy', 'frozen meals'], 13]
[['canned beer', 'sausage'], 62]
[['canned beer', 'brown bread'], 47]
[['canned beer', 'shopping bags'], 112]
[['canned beer', 'hamburger meat'], 19]
[['canned beer', 'hygiene articles'], 24]
[['canned beer', 'napkins'], 31]
[['canned beer', 'pork'], 29]
[['canned beer', 'whipped/sour cream'], 18]
[['canned beer', 'grapes'], 11]
[['canned beer', 'dessert'], 24]
[['canned beer', 'domestic eggs'], 35]
[['canned beer', 'misc. beverages'], 22]
[['canned beer', 'oil'], 16]
[['canned beer', 'chewing gum'], 15]
[['canned beer', 'ice cream'], 11]
[['canned beer', 'frozen vegetables'], 16]
[['canned beer', 'canned fish'], 12]
[['canned beer', 'red/blush wine'], 25]
[['canned beer', 'specialty chocolate'], 13]
[['canned beer', 'frozen meals'], 12]
[['canned beer', 'onions'], 18]
[['canned beer', 'white wine'], 17]
[['canned beer', 'sliced cheese'], 16]
[['canned beer', 'meat'], 13]
[['sausage', 'brown bread'], 105]
[['sausage', 'shopping bags'], 154]
[['sausage', 'beverages'], 27]
[['sausage', 'hamburger meat'], 51]
[['sausage', 'spices'], 13]
[['sausage', 'hygiene articles'], 43]
[['sausage', 'napkins'], 66]
[['sausage', 'pork'], 64]
[['sausage', 'berries'], 49]
[['sausage', 'whipped/sour cream'], 89]
[['sausage', 'grapes'], 31]
[['sausage', 'dessert'], 58]
[['sausage', 'domestic eggs'], 94]
[['sausage', 'spread cheese'], 24]
[['sausage', 'misc. beverages'], 22]
[['sausage', 'hard cheese'], 51]
[['sausage', 'cat food'], 35]
[['sausage', 'ham'], 49]
[['sausage', 'turkey'], 11]
[['sausage', 'baking powder'], 24]
[['sausage', 'pickled vegetables'], 30]
[['sausage', 'oil'], 40]
[['sausage', 'chewing gum'], 24]
[['sausage', 'ice cream'], 20]
[['sausage', 'frozen vegetables'], 59]
[['sausage', 'canned fish'], 19]
[['sausage', 'seasonal products'], 19]
[['sausage', 'red/blush wine'], 24]
[['sausage', 'frozen potato products'], 13]
[['sausage', 'specialty chocolate'], 24]
[['sausage', 'salt'], 17]
[['sausage', 'frozen meals'], 37]
[['sausage', 'canned vegetables'], 16]
[['sausage', 'onions'], 36]
[['sausage', 'herbs'], 15]
[['sausage', 'white wine'], 24]
[['sausage', 'sliced cheese'], 69]
[['sausage', 'pasta'], 18]
[['sausage', 'cling film/bags'], 12]
[['sausage', 'soft cheese'], 34]
[['sausage', 'popcorn'], 12]
[['sausage', 'cake bar'], 21]
[['sausage', 'specialty cheese'], 12]
[['sausage', 'frozen fish'], 14]
[['sausage', 'dish cleaner'], 15]
[['sausage', 'meat'], 52]
[['sausage', 'mustard'], 23]
[['sausage', 'house keeping products'], 16]
[['sausage', 'roll products'], 19]
[['sausage', 'mayonnaise'], 21]
[['brown bread', 'shopping bags'], 91]
[['brown bread', 'beverages'], 19]
[['brown bread', 'hamburger meat'], 32]
[['brown bread', 'hygiene articles'], 30]
[['brown bread', 'napkins'], 47]
[['brown bread', 'pork'], 55]
[['brown bread', 'berries'], 31]
[['brown bread', 'whipped/sour cream'], 46]
[['brown bread', 'grapes'], 22]
[['brown bread', 'dessert'], 47]
[['brown bread', 'domestic eggs'], 67]
[['brown bread', 'spread cheese'], 17]
[['brown bread', 'misc. beverages'], 17]
[['brown bread', 'hard cheese'], 22]
[['brown bread', 'cat food'], 20]
[['brown bread', 'ham'], 26]
[['brown bread', 'turkey'], 13]
[['brown bread', 'pickled vegetables'], 19]
[['brown bread', 'oil'], 23]
[['brown bread', 'ice cream'], 16]
[['brown bread', 'frozen vegetables'], 38]
[['brown bread', 'canned fish'], 23]
[['brown bread', 'seasonal products'], 15]
[['brown bread', 'red/blush wine'], 14]
[['brown bread', 'specialty chocolate'], 24]
[['brown bread', 'flower (seeds)'], 11]
[['brown bread', 'frozen meals'], 28]
[['brown bread', 'canned vegetables'], 13]
[['brown bread', 'onions'], 32]
[['brown bread', 'herbs'], 15]
[['brown bread', 'white wine'], 11]
[['brown bread', 'sliced cheese'], 28]
[['brown bread', 'pasta'], 13]
[['brown bread', 'soft cheese'], 20]
[['brown bread', 'dish cleaner'], 11]
[['brown bread', 'meat'], 38]
[['brown bread', 'sauces'], 12]
[['brown bread', 'mayonnaise'], 11]
[['shopping bags', 'beverages'], 30]
[['shopping bags', 'hamburger meat'], 39]
[['shopping bags', 'hygiene articles'], 51]
[['shopping bags', 'napkins'], 71]
[['shopping bags', 'pork'], 63]
[['shopping bags', 'berries'], 49]
[['shopping bags', 'whipped/sour cream'], 78]
[['shopping bags', 'grapes'], 24]
[['shopping bags', 'dessert'], 61]
[['shopping bags', 'domestic eggs'], 89]
[['shopping bags', 'spread cheese'], 21]
[['shopping bags', 'misc. beverages'], 42]
[['shopping bags', 'hard cheese'], 30]
[['shopping bags', 'cat food'], 45]
[['shopping bags', 'ham'], 38]
[['shopping bags', 'baking powder'], 15]
[['shopping bags', 'pickled vegetables'], 21]
[['shopping bags', 'oil'], 30]
[['shopping bags', 'chewing gum'], 32]
[['shopping bags', 'ice cream'], 31]
[['shopping bags', 'frozen vegetables'], 41]
[['shopping bags', 'canned fish'], 29]
[['shopping bags', 'seasonal products'], 25]
[['shopping bags', 'red/blush wine'], 26]
[['shopping bags', 'specialty chocolate'], 47]
[['shopping bags', 'flower (seeds)'], 11]
[['shopping bags', 'salt'], 11]
[['shopping bags', 'frozen meals'], 46]
[['shopping bags', 'canned vegetables'], 14]
[['shopping bags', 'onions'], 42]
[['shopping bags', 'herbs'], 23]
[['shopping bags', 'white wine'], 33]
[['shopping bags', 'brandy'], 13]
[['shopping bags', 'sliced cheese'], 43]
[['shopping bags', 'pasta'], 18]
[['shopping bags', 'softener'], 11]
[['shopping bags', 'cling film/bags'], 15]
[['shopping bags', 'Instant food products'], 11]
[['shopping bags', 'soft cheese'], 28]
[['shopping bags', 'popcorn'], 14]
[['shopping bags', 'cake bar'], 29]
[['shopping bags', 'finished products'], 14]
[['shopping bags', 'dog food'], 18]
[['shopping bags', 'frozen fish'], 12]
[['shopping bags', 'female sanitary products'], 11]
[['shopping bags', 'dish cleaner'], 16]
[['shopping bags', 'meat'], 33]
[['shopping bags', 'mustard'], 20]
[['shopping bags', 'house keeping products'], 15]
[['shopping bags', 'liquor'], 25]
[['shopping bags', 'roll products'], 11]
[['shopping bags', 'mayonnaise'], 17]
[['beverages', 'napkins'], 12]
[['beverages', 'pork'], 16]
[['beverages', 'berries'], 12]
[['beverages', 'whipped/sour cream'], 23]
[['beverages', 'dessert'], 12]
[['beverages', 'domestic eggs'], 16]
[['beverages', 'hard cheese'], 14]
[['beverages', 'frozen vegetables'], 16]
[['beverages', 'frozen meals'], 11]
[['beverages', 'sliced cheese'], 12]
[['hamburger meat', 'hygiene articles'], 25]
[['hamburger meat', 'napkins'], 26]
[['hamburger meat', 'pork'], 32]
[['hamburger meat', 'berries'], 16]
[['hamburger meat', 'whipped/sour cream'], 42]
[['hamburger meat', 'grapes'], 14]
[['hamburger meat', 'dessert'], 25]
[['hamburger meat', 'domestic eggs'], 40]
[['hamburger meat', 'hard cheese'], 20]
[['hamburger meat', 'cat food'], 16]
[['hamburger meat', 'ham'], 12]
[['hamburger meat', 'baking powder'], 13]
[['hamburger meat', 'pickled vegetables'], 11]
[['hamburger meat', 'oil'], 18]
[['hamburger meat', 'frozen vegetables'], 30]
[['hamburger meat', 'specialty chocolate'], 11]
[['hamburger meat', 'frozen meals'], 16]
[['hamburger meat', 'canned vegetables'], 16]
[['hamburger meat', 'onions'], 24]
[['hamburger meat', 'herbs'], 15]
[['hamburger meat', 'sliced cheese'], 16]
[['hamburger meat', 'pasta'], 27]
[['hamburger meat', 'Instant food products'], 30]
[['hamburger meat', 'soft cheese'], 11]
[['hamburger meat', 'dish cleaner'], 12]
[['hamburger meat', 'meat'], 17]
[['hamburger meat', 'sauces'], 12]
[['hygiene articles', 'napkins'], 60]
[['hygiene articles', 'pork'], 34]
[['hygiene articles', 'berries'], 21]
[['hygiene articles', 'whipped/sour cream'], 42]
[['hygiene articles', 'grapes'], 11]
[['hygiene articles', 'dessert'], 16]
[['hygiene articles', 'domestic eggs'], 47]
[['hygiene articles', 'misc. beverages'], 16]
[['hygiene articles', 'hard cheese'], 15]
[['hygiene articles', 'cat food'], 20]
[['hygiene articles', 'ham'], 14]
[['hygiene articles', 'pickled vegetables'], 13]
[['hygiene articles', 'oil'], 26]
[['hygiene articles', 'chewing gum'], 12]
[['hygiene articles', 'ice cream'], 11]
[['hygiene articles', 'frozen vegetables'], 30]
[['hygiene articles', 'canned fish'], 11]
[['hygiene articles', 'specialty chocolate'], 15]
[['hygiene articles', 'frozen meals'], 16]
[['hygiene articles', 'onions'], 20]
[['hygiene articles', 'herbs'], 13]
[['hygiene articles', 'sliced cheese'], 11]
[['hygiene articles', 'pasta'], 12]
[['hygiene articles', 'dish cleaner'], 12]
[['hygiene articles', 'house keeping products'], 11]
[['napkins', 'pork'], 51]
[['napkins', 'berries'], 28]
[['napkins', 'whipped/sour cream'], 71]
[['napkins', 'grapes'], 22]
[['napkins', 'dessert'], 35]
[['napkins', 'domestic eggs'], 59]
[['napkins', 'misc. beverages'], 21]
[['napkins', 'hard cheese'], 33]
[['napkins', 'cat food'], 35]
[['napkins', 'ham'], 25]
[['napkins', 'baking powder'], 18]
[['napkins', 'pickled vegetables'], 15]
[['napkins', 'oil'], 24]
[['napkins', 'chewing gum'], 20]
[['napkins', 'chocolate marshmallow'], 12]
[['napkins', 'ice cream'], 18]
[['napkins', 'frozen vegetables'], 46]
[['napkins', 'canned fish'], 17]
[['napkins', 'red/blush wine'], 14]
[['napkins', 'frozen potato products'], 11]
[['napkins', 'specialty chocolate'], 24]
[['napkins', 'frozen meals'], 23]
[['napkins', 'onions'], 31]
[['napkins', 'herbs'], 14]
[['napkins', 'white wine'], 11]
[['napkins', 'sliced cheese'], 30]
[['napkins', 'pasta'], 11]
[['napkins', 'cling film/bags'], 15]
[['napkins', 'soft cheese'], 13]
[['napkins', 'cake bar'], 11]
[['napkins', 'dish cleaner'], 15]
[['napkins', 'meat'], 24]
[['napkins', 'mustard'], 14]
[['napkins', 'house keeping products'], 16]
[['napkins', 'roll products'], 12]
[['pork', 'berries'], 32]
[['pork', 'whipped/sour cream'], 81]
[['pork', 'grapes'], 22]
[['pork', 'dessert'], 31]
[['pork', 'domestic eggs'], 55]
[['pork', 'spread cheese'], 13]
[['pork', 'hard cheese'], 22]
[['pork', 'cat food'], 24]
[['pork', 'ham'], 17]
[['pork', 'baking powder'], 17]
[['pork', 'pickled vegetables'], 17]
[['pork', 'oil'], 31]
[['pork', 'chewing gum'], 11]
[['pork', 'chocolate marshmallow'], 14]
[['pork', 'ice cream'], 13]
[['pork', 'frozen vegetables'], 63]
[['pork', 'canned fish'], 11]
[['pork', 'seasonal products'], 13]
[['pork', 'frozen potato products'], 13]
[['pork', 'specialty chocolate'], 16]
[['pork', 'frozen meals'], 22]
[['pork', 'onions'], 38]
[['pork', 'herbs'], 21]
[['pork', 'sliced cheese'], 28]
[['pork', 'pasta'], 14]
[['pork', 'soft cheese'], 11]
[['pork', 'frozen fish'], 20]
[['pork', 'meat'], 27]
[['pork', 'roll products'], 16]
[['berries', 'whipped/sour cream'], 89]
[['berries', 'grapes'], 26]
[['berries', 'dessert'], 22]
[['berries', 'domestic eggs'], 38]
[['berries', 'hard cheese'], 15]
[['berries', 'cat food'], 14]
[['berries', 'ham'], 15]
[['berries', 'oil'], 18]
[['berries', 'frozen vegetables'], 25]
[['berries', 'specialty chocolate'], 12]
[['berries', 'frozen meals'], 12]
[['berries', 'onions'], 15]
[['berries', 'sliced cheese'], 15]
[['berries', 'soft cheese'], 14]
[['berries', 'cake bar'], 15]
[['berries', 'meat'], 17]
[['whipped/sour cream', 'grapes'], 30]
[['whipped/sour cream', 'dessert'], 48]
[['whipped/sour cream', 'domestic eggs'], 98]
[['whipped/sour cream', 'misc. beverages'], 18]
[['whipped/sour cream', 'hard cheese'], 44]
[['whipped/sour cream', 'cat food'], 28]
[['whipped/sour cream', 'ham'], 41]
[['whipped/sour cream', 'turkey'], 13]
[['whipped/sour cream', 'baking powder'], 45]
[['whipped/sour cream', 'pickled vegetables'], 17]
[['whipped/sour cream', 'oil'], 44]
[['whipped/sour cream', 'chewing gum'], 17]
[['whipped/sour cream', 'ice cream'], 26]
[['whipped/sour cream', 'frozen vegetables'], 78]
[['whipped/sour cream', 'canned fish'], 17]
[['whipped/sour cream', 'seasonal products'], 11]
[['whipped/sour cream', 'specialty chocolate'], 27]
[['whipped/sour cream', 'flower (seeds)'], 16]
[['whipped/sour cream', 'salt'], 21]
[['whipped/sour cream', 'frozen meals'], 28]
[['whipped/sour cream', 'canned vegetables'], 16]
[['whipped/sour cream', 'onions'], 50]
[['whipped/sour cream', 'herbs'], 31]
[['whipped/sour cream', 'sliced cheese'], 38]
[['whipped/sour cream', 'pasta'], 23]
[['whipped/sour cream', 'cling film/bags'], 13]
[['whipped/sour cream', 'soft cheese'], 30]
[['whipped/sour cream', 'specialty cheese'], 14]
[['whipped/sour cream', 'dish cleaner'], 17]
[['whipped/sour cream', 'meat'], 35]
[['whipped/sour cream', 'house keeping products'], 13]
[['whipped/sour cream', 'soups'], 15]
[['whipped/sour cream', 'instant coffee'], 13]
[['whipped/sour cream', 'roll products'], 18]
[['whipped/sour cream', 'mayonnaise'], 15]
[['grapes', 'dessert'], 13]
[['grapes', 'domestic eggs'], 20]
[['grapes', 'misc. beverages'], 13]
[['grapes', 'ham'], 13]
[['grapes', 'baking powder'], 11]
[['grapes', 'oil'], 15]
[['grapes', 'ice cream'], 15]
[['grapes', 'frozen vegetables'], 19]
[['grapes', 'frozen meals'], 13]
[['grapes', 'onions'], 12]
[['grapes', 'sliced cheese'], 11]
[['dessert', 'domestic eggs'], 39]
[['dessert', 'misc. beverages'], 15]
[['dessert', 'hard cheese'], 11]
[['dessert', 'cat food'], 17]
[['dessert', 'ham'], 27]
[['dessert', 'pickled vegetables'], 16]
[['dessert', 'oil'], 21]
[['dessert', 'ice cream'], 12]
[['dessert', 'frozen vegetables'], 31]
[['dessert', 'seasonal products'], 15]
[['dessert', 'specialty chocolate'], 14]
[['dessert', 'frozen meals'], 18]
[['dessert', 'canned vegetables'], 11]
[['dessert', 'onions'], 14]
[['dessert', 'sliced cheese'], 21]
[['dessert', 'pasta'], 14]
[['dessert', 'soft cheese'], 18]
[['dessert', 'cake bar'], 19]
[['dessert', 'meat'], 12]
[['domestic eggs', 'misc. beverages'], 29]
[['domestic eggs', 'hard cheese'], 38]
[['domestic eggs', 'cat food'], 26]
[['domestic eggs', 'ham'], 41]
[['domestic eggs', 'baking powder'], 31]
[['domestic eggs', 'pickled vegetables'], 24]
[['domestic eggs', 'oil'], 37]
[['domestic eggs', 'chocolate marshmallow'], 18]
[['domestic eggs', 'ice cream'], 14]
[['domestic eggs', 'frozen vegetables'], 51]
[['domestic eggs', 'canned fish'], 17]
[['domestic eggs', 'seasonal products'], 15]
[['domestic eggs', 'red/blush wine'], 14]
[['domestic eggs', 'specialty chocolate'], 24]
[['domestic eggs', 'salt'], 19]
[['domestic eggs', 'frozen meals'], 31]
[['domestic eggs', 'canned vegetables'], 16]
[['domestic eggs', 'onions'], 48]
[['domestic eggs', 'herbs'], 21]
[['domestic eggs', 'white wine'], 11]
[['domestic eggs', 'sliced cheese'], 33]
[['domestic eggs', 'pasta'], 16]
[['domestic eggs', 'soft cheese'], 31]
[['domestic eggs', 'cake bar'], 11]
[['domestic eggs', 'specialty cheese'], 12]
[['domestic eggs', 'frozen fish'], 14]
[['domestic eggs', 'dish cleaner'], 12]
[['domestic eggs', 'meat'], 33]
[['domestic eggs', 'mustard'], 18]
[['domestic eggs', 'soups'], 11]
[['domestic eggs', 'roll products'], 15]
[['domestic eggs', 'mayonnaise'], 14]
[['domestic eggs', 'ketchup'], 13]
[['misc. beverages', 'hard cheese'], 14]
[['misc. beverages', 'cat food'], 11]
[['misc. beverages', 'pickled vegetables'], 11]
