[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['waffles', 'whipped/sour cream'], 50, '->', ['pip fruit'], 744, 0.22]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['waffles'], 378, 0.12087912087912088]
[['pip fruit', 'waffles'], 44, '->', ['whipped/sour cream'], 705, 0.25]
[['sausage', 'brown bread'], 105, '->', ['pip fruit'], 744, 0.19047619047619047]
[['pip fruit', 'brown bread'], 75, '->', ['sausage'], 924, 0.26666666666666666]
[['pip fruit', 'sausage'], 106, '->', ['brown bread'], 638, 0.18867924528301888]
[['sausage', 'shopping bags'], 154, '->', ['pip fruit'], 744, 0.11688311688311688]
[['pip fruit', 'shopping bags'], 92, '->', ['sausage'], 924, 0.1956521739130435]
[['pip fruit', 'sausage'], 106, '->', ['shopping bags'], 969, 0.16981132075471697]
[['sausage', 'hygiene articles'], 43, '->', ['pip fruit'], 744, 0.37209302325581395]
[['pip fruit', 'hygiene articles'], 47, '->', ['sausage'], 924, 0.3404255319148936]
[['pip fruit', 'sausage'], 106, '->', ['hygiene articles'], 324, 0.1509433962264151]
[['sausage', 'whipped/sour cream'], 89, '->', ['pip fruit'], 744, 0.16853932584269662]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['sausage'], 924, 0.16483516483516483]
[['pip fruit', 'sausage'], 106, '->', ['whipped/sour cream'], 705, 0.14150943396226415]
[['sausage', 'dessert'], 58, '->', ['pip fruit'], 744, 0.22413793103448276]
[['pip fruit', 'dessert'], 49, '->', ['sausage'], 924, 0.2653061224489796]
[['pip fruit', 'sausage'], 106, '->', ['dessert'], 365, 0.12264150943396226]
[['sausage', 'domestic eggs'], 94, '->', ['pip fruit'], 744, 0.18085106382978725]
[['pip fruit', 'domestic eggs'], 85, '->', ['sausage'], 924, 0.2]
[['pip fruit', 'sausage'], 106, '->', ['domestic eggs'], 624, 0.16037735849056603]
[['sausage', 'hard cheese'], 51, '->', ['pip fruit'], 744, 0.23529411764705882]
[['pip fruit', 'hard cheese'], 30, '->', ['sausage'], 924, 0.4]
[['pip fruit', 'sausage'], 106, '->', ['hard cheese'], 241, 0.11320754716981132]
[['sausage', 'oil'], 40, '->', ['pip fruit'], 744, 0.275]
[['pip fruit', 'oil'], 29, '->', ['sausage'], 924, 0.3793103448275862]
[['pip fruit', 'sausage'], 106, '->', ['oil'], 276, 0.10377358490566038]
[['sausage', 'frozen vegetables'], 59, '->', ['pip fruit'], 744, 0.22033898305084745]
[['pip fruit', 'frozen vegetables'], 72, '->', ['sausage'], 924, 0.18055555555555555]
[['pip fruit', 'sausage'], 106, '->', ['frozen vegetables'], 473, 0.12264150943396226]
[['sausage', 'sliced cheese'], 69, '->', ['pip fruit'], 744, 0.2028985507246377]
[['pip fruit', 'sliced cheese'], 41, '->', ['sausage'], 924, 0.34146341463414637]
[['pip fruit', 'sausage'], 106, '->', ['sliced cheese'], 241, 0.1320754716981132]
[['brown bread', 'shopping bags'], 91, '->', ['pip fruit'], 744, 0.15384615384615385]
[['pip fruit', 'shopping bags'], 92, '->', ['brown bread'], 638, 0.15217391304347827]
[['pip fruit', 'brown bread'], 75, '->', ['shopping bags'], 969, 0.18666666666666668]
[['brown bread', 'whipped/sour cream'], 46, '->', ['pip fruit'], 744, 0.2391304347826087]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['brown bread'], 638, 0.12087912087912088]
[['pip fruit', 'brown bread'], 75, '->', ['whipped/sour cream'], 705, 0.14666666666666667]
[['brown bread', 'domestic eggs'], 67, '->', ['pip fruit'], 744, 0.19402985074626866]
[['pip fruit', 'domestic eggs'], 85, '->', ['brown bread'], 638, 0.15294117647058825]
[['pip fruit', 'brown bread'], 75, '->', ['domestic eggs'], 624, 0.17333333333333334]
[['brown bread', 'frozen vegetables'], 38, '->', ['pip fruit'], 744, 0.3157894736842105]
[['pip fruit', 'frozen vegetables'], 72, '->', ['brown bread'], 638, 0.16666666666666666]
[['pip fruit', 'brown bread'], 75, '->', ['frozen vegetables'], 473, 0.16]
[['shopping bags', 'whipped/sour cream'], 78, '->', ['pip fruit'], 744, 0.23076923076923078]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['shopping bags'], 969, 0.1978021978021978]
[['pip fruit', 'shopping bags'], 92, '->', ['whipped/sour cream'], 705, 0.1956521739130435]
[['shopping bags', 'domestic eggs'], 89, '->', ['pip fruit'], 744, 0.14606741573033707]
[['pip fruit', 'domestic eggs'], 85, '->', ['shopping bags'], 969, 0.15294117647058825]
[['pip fruit', 'shopping bags'], 92, '->', ['domestic eggs'], 624, 0.14130434782608695]
[['hygiene articles', 'napkins'], 60, '->', ['pip fruit'], 744, 0.2]
[['pip fruit', 'napkins'], 66, '->', ['hygiene articles'], 324, 0.18181818181818182]
[['pip fruit', 'hygiene articles'], 47, '->', ['napkins'], 515, 0.2553191489361702]
[['napkins', 'frozen vegetables'], 46, '->', ['pip fruit'], 744, 0.2608695652173913]
[['pip fruit', 'frozen vegetables'], 72, '->', ['napkins'], 515, 0.16666666666666666]
[['pip fruit', 'napkins'], 66, '->', ['frozen vegetables'], 473, 0.18181818181818182]
[['pork', 'whipped/sour cream'], 81, '->', ['pip fruit'], 744, 0.16049382716049382]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['pork'], 567, 0.14285714285714285]
[['pip fruit', 'pork'], 60, '->', ['whipped/sour cream'], 705, 0.21666666666666667]
[['whipped/sour cream', 'dessert'], 48, '->', ['pip fruit'], 744, 0.3333333333333333]
[['pip fruit', 'dessert'], 49, '->', ['whipped/sour cream'], 705, 0.32653061224489793]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['dessert'], 365, 0.17582417582417584]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['pip fruit'], 744, 0.19387755102040816]
[['pip fruit', 'domestic eggs'], 85, '->', ['whipped/sour cream'], 705, 0.2235294117647059]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['domestic eggs'], 624, 0.2087912087912088]
[['whipped/sour cream', 'frozen vegetables'], 78, '->', ['pip fruit'], 744, 0.15384615384615385]
[['pip fruit', 'frozen vegetables'], 72, '->', ['whipped/sour cream'], 705, 0.16666666666666666]
[['pip fruit', 'whipped/sour cream'], 91, '->', ['frozen vegetables'], 473, 0.13186813186813187]
[['dessert', 'domestic eggs'], 39, '->', ['pip fruit'], 744, 0.41025641025641024]
[['pip fruit', 'domestic eggs'], 85, '->', ['dessert'], 365, 0.18823529411764706]
[['pip fruit', 'dessert'], 49, '->', ['domestic eggs'], 624, 0.32653061224489793]
[['other vegetables', 'long life bakery product'], 105, '->', ['cream cheese'], 390, 0.17142857142857143]
[['cream cheese', 'long life bakery product'], 28, '->', ['other vegetables'], 1903, 0.6428571428571429]
[['cream cheese', 'other vegetables'], 135, '->', ['long life bakery product'], 368, 0.13333333333333333]
[['cream cheese', 'butter'], 40, '->', ['other vegetables'], 1903, 0.425]
[['cream cheese', 'other vegetables'], 135, '->', ['butter'], 545, 0.1259259259259259]
[['cream cheese', 'rolls/buns'], 98, '->', ['other vegetables'], 1903, 0.3469387755102041]
[['cream cheese', 'other vegetables'], 135, '->', ['rolls/buns'], 1809, 0.2518518518518518]
[['cream cheese', 'bottled beer'], 18, '->', ['other vegetables'], 1903, 0.6666666666666666]
[['cream cheese', 'white bread'], 34, '->', ['other vegetables'], 1903, 0.35294117647058826]
[['cream cheese', 'bottled water'], 58, '->', ['other vegetables'], 1903, 0.3275862068965517]
[['cream cheese', 'other vegetables'], 135, '->', ['bottled water'], 1087, 0.14074074074074075]
[['cream cheese', 'chocolate'], 37, '->', ['other vegetables'], 1903, 0.32432432432432434]
[['other vegetables', 'curd'], 169, '->', ['cream cheese'], 390, 0.15976331360946747]
[['cream cheese', 'curd'], 50, '->', ['other vegetables'], 1903, 0.54]
[['cream cheese', 'other vegetables'], 135, '->', ['curd'], 524, 0.2]
[['cream cheese', 'beef'], 37, '->', ['other vegetables'], 1903, 0.40540540540540543]
[['cream cheese', 'other vegetables'], 135, '->', ['beef'], 516, 0.1111111111111111]
[['cream cheese', 'frankfurter'], 33, '->', ['other vegetables'], 1903, 0.45454545454545453]
[['cream cheese', 'other vegetables'], 135, '->', ['frankfurter'], 580, 0.1111111111111111]
[['cream cheese', 'soda'], 67, '->', ['other vegetables'], 1903, 0.3582089552238806]
[['cream cheese', 'other vegetables'], 135, '->', ['soda'], 1715, 0.17777777777777778]
[['cream cheese', 'chicken'], 27, '->', ['other vegetables'], 1903, 0.48148148148148145]
[['other vegetables', 'sugar'], 106, '->', ['cream cheese'], 390, 0.1509433962264151]
[['cream cheese', 'sugar'], 27, '->', ['other vegetables'], 1903, 0.5925925925925926]
[['cream cheese', 'other vegetables'], 135, '->', ['sugar'], 333, 0.11851851851851852]
[['cream cheese', 'fruit/vegetable juice'], 56, '->', ['other vegetables'], 1903, 0.32142857142857145]
[['cream cheese', 'other vegetables'], 135, '->', ['fruit/vegetable juice'], 711, 0.13333333333333333]
[['cream cheese', 'newspapers'], 32, '->', ['other vegetables'], 1903, 0.34375]
[['other vegetables', 'butter milk'], 102, '->', ['cream cheese'], 390, 0.1568627450980392]
[['cream cheese', 'butter milk'], 32, '->', ['other vegetables'], 1903, 0.5]
[['cream cheese', 'other vegetables'], 135, '->', ['butter milk'], 275, 0.11851851851851852]
[['other vegetables', 'pastry'], 222, '->', ['cream cheese'], 390, 0.1036036036036036]
[['cream cheese', 'pastry'], 44, '->', ['other vegetables'], 1903, 0.5227272727272727]
[['cream cheese', 'other vegetables'], 135, '->', ['pastry'], 875, 0.17037037037037037]
[['cream cheese', 'root vegetables'], 74, '->', ['other vegetables'], 1903, 0.5945945945945946]
[['cream cheese', 'other vegetables'], 135, '->', ['root vegetables'], 1072, 0.32592592592592595]
[['other vegetables', 'salty snack'], 106, '->', ['cream cheese'], 390, 0.12264150943396226]
[['cream cheese', 'salty snack'], 25, '->', ['other vegetables'], 1903, 0.52]
[['other vegetables', 'waffles'], 99, '->', ['cream cheese'], 390, 0.1111111111111111]
[['cream cheese', 'waffles'], 30, '->', ['other vegetables'], 1903, 0.36666666666666664]
[['cream cheese', 'sausage'], 55, '->', ['other vegetables'], 1903, 0.4727272727272727]
[['cream cheese', 'other vegetables'], 135, '->', ['sausage'], 924, 0.1925925925925926]
[['cream cheese', 'brown bread'], 48, '->', ['other vegetables'], 1903, 0.3541666666666667]
[['cream cheese', 'other vegetables'], 135, '->', ['brown bread'], 638, 0.1259259259259259]
[['cream cheese', 'shopping bags'], 55, '->', ['other vegetables'], 1903, 0.2909090909090909]
[['cream cheese', 'other vegetables'], 135, '->', ['shopping bags'], 969, 0.11851851851851852]
[['other vegetables', 'hygiene articles'], 94, '->', ['cream cheese'], 390, 0.1276595744680851]
[['cream cheese', 'hygiene articles'], 22, '->', ['other vegetables'], 1903, 0.5454545454545454]
[['other vegetables', 'napkins'], 142, '->', ['cream cheese'], 390, 0.11971830985915492]
[['cream cheese', 'napkins'], 40, '->', ['other vegetables'], 1903, 0.425]
[['cream cheese', 'other vegetables'], 135, '->', ['napkins'], 515, 0.1259259259259259]
[['cream cheese', 'pork'], 29, '->', ['other vegetables'], 1903, 0.5517241379310345]
[['cream cheese', 'other vegetables'], 135, '->', ['pork'], 567, 0.11851851851851852]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['cream cheese'], 390, 0.11619718309859155]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['cream cheese', 'other vegetables'], 135, '->', ['whipped/sour cream'], 705, 0.24444444444444444]
[['other vegetables', 'dessert'], 114, '->', ['cream cheese'], 390, 0.14912280701754385]
[['cream cheese', 'dessert'], 35, '->', ['other vegetables'], 1903, 0.4857142857142857]
[['cream cheese', 'other vegetables'], 135, '->', ['dessert'], 365, 0.1259259259259259]
[['other vegetables', 'domestic eggs'], 219, '->', ['cream cheese'], 390, 0.1278538812785388]
[['cream cheese', 'domestic eggs'], 50, '->', ['other vegetables'], 1903, 0.56]
[['cream cheese', 'other vegetables'], 135, '->', ['domestic eggs'], 624, 0.2074074074074074]
[['other vegetables', 'hard cheese'], 93, '->', ['cream cheese'], 390, 0.11827956989247312]
[['cream cheese', 'hard cheese'], 19, '->', ['other vegetables'], 1903, 0.5789473684210527]
[['cream cheese', 'frozen vegetables'], 29, '->', ['other vegetables'], 1903, 0.4827586206896552]
[['cream cheese', 'other vegetables'], 135, '->', ['frozen vegetables'], 473, 0.1037037037037037]
[['cream cheese', 'onions'], 21, '->', ['other vegetables'], 1903, 0.5714285714285714]
[['other vegetables', 'sliced cheese'], 89, '->', ['cream cheese'], 390, 0.1348314606741573]
[['cream cheese', 'sliced cheese'], 24, '->', ['other vegetables'], 1903, 0.5]
[['butter', 'fruit/vegetable juice'], 79, '->', ['cream cheese'], 390, 0.13924050632911392]
[['cream cheese', 'fruit/vegetable juice'], 56, '->', ['butter'], 545, 0.19642857142857142]
[['cream cheese', 'butter'], 40, '->', ['fruit/vegetable juice'], 711, 0.275]
[['cream cheese', 'root vegetables'], 74, '->', ['butter'], 545, 0.14864864864864866]
[['cream cheese', 'butter'], 40, '->', ['root vegetables'], 1072, 0.275]
[['butter', 'whipped/sour cream'], 100, '->', ['cream cheese'], 390, 0.13]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['butter'], 545, 0.20634920634920634]
[['cream cheese', 'butter'], 40, '->', ['whipped/sour cream'], 705, 0.325]
[['butter', 'domestic eggs'], 95, '->', ['cream cheese'], 390, 0.15789473684210525]
[['cream cheese', 'domestic eggs'], 50, '->', ['butter'], 545, 0.3]
[['cream cheese', 'butter'], 40, '->', ['domestic eggs'], 624, 0.375]
[['cream cheese', 'bottled water'], 58, '->', ['rolls/buns'], 1809, 0.29310344827586204]
[['cream cheese', 'rolls/buns'], 98, '->', ['bottled water'], 1087, 0.17346938775510204]
[['cream cheese', 'chocolate'], 37, '->', ['rolls/buns'], 1809, 0.2972972972972973]
[['cream cheese', 'rolls/buns'], 98, '->', ['chocolate'], 488, 0.11224489795918367]
[['cream cheese', 'frankfurter'], 33, '->', ['rolls/buns'], 1809, 0.42424242424242425]
[['cream cheese', 'rolls/buns'], 98, '->', ['frankfurter'], 580, 0.14285714285714285]
[['cream cheese', 'soda'], 67, '->', ['rolls/buns'], 1809, 0.29850746268656714]
[['cream cheese', 'rolls/buns'], 98, '->', ['soda'], 1715, 0.20408163265306123]
[['cream cheese', 'newspapers'], 32, '->', ['rolls/buns'], 1809, 0.375]
[['cream cheese', 'rolls/buns'], 98, '->', ['newspapers'], 785, 0.12244897959183673]
[['rolls/buns', 'butter milk'], 75, '->', ['cream cheese'], 390, 0.18666666666666668]
[['cream cheese', 'butter milk'], 32, '->', ['rolls/buns'], 1809, 0.4375]
[['cream cheese', 'rolls/buns'], 98, '->', ['butter milk'], 275, 0.14285714285714285]
[['cream cheese', 'pastry'], 44, '->', ['rolls/buns'], 1809, 0.3181818181818182]
[['cream cheese', 'rolls/buns'], 98, '->', ['pastry'], 875, 0.14285714285714285]
[['cream cheese', 'root vegetables'], 74, '->', ['rolls/buns'], 1809, 0.1891891891891892]
[['cream cheese', 'rolls/buns'], 98, '->', ['root vegetables'], 1072, 0.14285714285714285]
[['cream cheese', 'sausage'], 55, '->', ['rolls/buns'], 1809, 0.2545454545454545]
[['cream cheese', 'rolls/buns'], 98, '->', ['sausage'], 924, 0.14285714285714285]
[['cream cheese', 'brown bread'], 48, '->', ['rolls/buns'], 1809, 0.25]
[['cream cheese', 'rolls/buns'], 98, '->', ['brown bread'], 638, 0.12244897959183673]
[['rolls/buns', 'napkins'], 115, '->', ['cream cheese'], 390, 0.10434782608695652]
[['cream cheese', 'napkins'], 40, '->', ['rolls/buns'], 1809, 0.3]
[['cream cheese', 'rolls/buns'], 98, '->', ['napkins'], 515, 0.12244897959183673]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['rolls/buns'], 1809, 0.20634920634920634]
[['cream cheese', 'rolls/buns'], 98, '->', ['whipped/sour cream'], 705, 0.1326530612244898]
[['rolls/buns', 'dessert'], 67, '->', ['cream cheese'], 390, 0.16417910447761194]
[['cream cheese', 'dessert'], 35, '->', ['rolls/buns'], 1809, 0.3142857142857143]
[['cream cheese', 'rolls/buns'], 98, '->', ['dessert'], 365, 0.11224489795918367]
[['cream cheese', 'domestic eggs'], 50, '->', ['rolls/buns'], 1809, 0.3]
[['cream cheese', 'rolls/buns'], 98, '->', ['domestic eggs'], 624, 0.15306122448979592]
[['cream cheese', 'soda'], 67, '->', ['bottled water'], 1087, 0.29850746268656714]
[['cream cheese', 'bottled water'], 58, '->', ['soda'], 1715, 0.3448275862068966]
[['bottled water', 'fruit/vegetable juice'], 140, '->', ['cream cheese'], 390, 0.1]
[['cream cheese', 'fruit/vegetable juice'], 56, '->', ['bottled water'], 1087, 0.25]
[['cream cheese', 'bottled water'], 58, '->', ['fruit/vegetable juice'], 711, 0.2413793103448276]
[['cream cheese', 'newspapers'], 32, '->', ['bottled water'], 1087, 0.34375]
[['cream cheese', 'bottled water'], 58, '->', ['newspapers'], 785, 0.1896551724137931]
[['cream cheese', 'root vegetables'], 74, '->', ['bottled water'], 1087, 0.16216216216216217]
[['cream cheese', 'bottled water'], 58, '->', ['root vegetables'], 1072, 0.20689655172413793]
[['curd', 'root vegetables'], 107, '->', ['cream cheese'], 390, 0.18691588785046728]
[['cream cheese', 'root vegetables'], 74, '->', ['curd'], 524, 0.2702702702702703]
[['cream cheese', 'curd'], 50, '->', ['root vegetables'], 1072, 0.4]
[['curd', 'sausage'], 75, '->', ['cream cheese'], 390, 0.14666666666666667]
[['cream cheese', 'sausage'], 55, '->', ['curd'], 524, 0.2]
[['cream cheese', 'curd'], 50, '->', ['sausage'], 924, 0.22]
[['curd', 'whipped/sour cream'], 103, '->', ['cream cheese'], 390, 0.1650485436893204]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['curd'], 524, 0.2698412698412698]
[['cream cheese', 'curd'], 50, '->', ['whipped/sour cream'], 705, 0.34]
[['cream cheese', 'root vegetables'], 74, '->', ['beef'], 516, 0.21621621621621623]
[['cream cheese', 'beef'], 37, '->', ['root vegetables'], 1072, 0.43243243243243246]
[['beef', 'whipped/sour cream'], 66, '->', ['cream cheese'], 390, 0.19696969696969696]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['beef'], 516, 0.20634920634920634]
[['cream cheese', 'beef'], 37, '->', ['whipped/sour cream'], 705, 0.35135135135135137]
[['frankfurter', 'whipped/sour cream'], 61, '->', ['cream cheese'], 390, 0.18032786885245902]
[['cream cheese', 'whipped/sour cream'], 63, '->', ['frankfurter'], 580, 0.1746031746031746]
[['cream cheese', 'frankfurter'], 33, '->', ['whipped/sour cream'], 705, 0.3333333333333333]
[['cream cheese', 'fruit/vegetable juice'], 56, '->', ['soda'], 1715, 0.26785714285714285]
[['cream cheese', 'soda'], 67, '->', ['fruit/vegetable juice'], 711, 0.22388059701492538]
[['cream cheese', 'root vegetables'], 74, '->', ['soda'], 1715, 0.20270270270270271]
[['cream cheese', 'soda'], 67, '->', ['root vegetables'], 1072, 0.22388059701492538]
[['cream cheese', 'sausage'], 55, '->', ['soda'], 1715, 0.23636363636363636]
[['cream cheese', 'soda'], 67, '->', ['sausage'], 924, 0.19402985074626866]
[['cream cheese', 'shopping bags'], 55, '->', ['soda'], 1715, 0.2]
[['cream cheese', 'soda'], 67, '->', ['shopping bags'], 969, 0.16417910447761194]
[['chicken', 'root vegetables'], 107, '->', ['cream cheese'], 390, 0.102803738317757]
[['cream cheese', 'root vegetables'], 74, '->', ['chicken'], 422, 0.14864864864864866]
[['cream cheese', 'chicken'], 27, '->', ['root vegetables'], 1072, 0.4074074074074074]
[['sugar', 'domestic eggs'], 49, '->', ['cream cheese'], 390, 0.22448979591836735]
[['cream cheese', 'domestic eggs'], 50, '->', ['sugar'], 333, 0.22]
[['cream cheese', 'sugar'], 27, '->', ['domestic eggs'], 624, 0.4074074074074074]
[['fruit/vegetable juice', 'root vegetables'], 118, '->', ['cream cheese'], 390, 0.1271186440677966]
[['cream cheese', 'root vegetables'], 74, '->', ['fruit/vegetable juice'], 711, 0.20270270270270271]
[['cream cheese', 'fruit/vegetable juice'], 56, '->', ['root vegetables'], 1072, 0.26785714285714285]
